"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"","0","1","0","1","0.000000","3","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Game/Core/Blockout/M_Blockout.M_Blockout","0","0","12","1","0.000000","0","0"
"/Game/Core/Material/M_Hull.M_Hull","0","0","4","1","0.000000","0","0"
"/Game/Core/VFX/Jump/M_Jump.M_Jump","0","0","84","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","0","40","1","0.000000","0","0"
"/Game/Core/VFX/Dash/M_Dash.M_Dash","0","0","56","1","0.000000","0","0"
"/Game/Core/Meshes/MogulCoin/M_MogulCoin.M_MogulCoin","0","0","12","1","0.000000","0","0"
"/Niagara/DefaultAssets/M_Gnomon_Alpha.M_Gnomon_Alpha","0","0","16","1","0.000000","0","0"
"/Game/Core/Meshes/MogulCoin/M_Gloria.M_Gloria","0","0","60","1","0.000000","0","0"
"/Game/Core/VFX/M_DefaultSprite.M_DefaultSprite","0","0","56","1","0.000000","0","0"
"/Game/Core/VFX/Respawn/M_Respawn.M_Respawn","0","0","16","1","0.000000","0","0"
"/Game/Core/Player/lambert2.lambert2","0","24","24","1","30.230366","0","0"
"/Game/Core/Material/PixalShader.PixalShader","0","0","4","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleOpaque.M_SimpleOpaque","0","0","12","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/WaterMaterials/M_WaterSplash.M_WaterSplash","0","0","43","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/WaterMaterials/M_Water_Tropic.M_Water_Tropic","0","0","43","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/WaterMaterials/M_WaterFall.M_WaterFall","0","0","43","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/Materials/Master_Color/M_Color_Master.M_Color_Master","0","0","96","2","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/2ToneMaterials/MI_Mount_LightGray.MI_Mount_LightGray","0","0","42","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/2ToneMaterials/MI_Mount_Volcano.MI_Mount_Volcano","0","0","42","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/2ToneMaterials/MI_Mount_Green_2.MI_Mount_Green_2","0","0","42","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_Glass_Window.M_Glass_Window","0","0","42","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/2SidedMaterials/M_2Side_Master.M_2Side_Master","0","0","54","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/WaterMaterials/M_Water_Calm.M_Water_Calm","0","0","56","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_LavaFlow_2.M_LavaFlow_2","0","0","43","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/WaterMaterials/M_Water_Waves.M_Water_Waves","0","0","56","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_LavaFlow_1.M_LavaFlow_1","0","0","43","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_WoodPlank.M_WoodPlank","0","0","21","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_WindSails.M_WindSails","0","0","90","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_JollyRoger.M_JollyRoger","0","0","43","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_LightShaft.M_LightShaft","0","42","42","1","60.486622","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/WindMaterials/M_Wind_Master.M_Wind_Master","0","0","90","1","0.000000","0","0"
"/Game/Core/Material/M_Spikes.M_Spikes","0","0","12","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_TreeBreeze.M_TreeBreeze","0","0","90","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_LavaFlow_3.M_LavaFlow_3","0","0","43","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/Landscape/M_Landscape_LowPolyTropical.M_Landscape_LowPolyTropical","0","0","527","12","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_VolcanoSmoke.M_VolcanoSmoke","0","0","43","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_GoldCoin_Top_2.M_GoldCoin_Top_2","0","0","48","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_GoldCoin_Base2.M_GoldCoin_Base2","0","0","21","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_GoldCoin_Top_1.M_GoldCoin_Top_1","0","0","48","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_GoldCoin_Base_1.M_GoldCoin_Base_1","0","0","21","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_Torch.M_Torch","0","0","114","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_LPSD2_Logo.M_LPSD2_Logo","0","0","21","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_TreeBreeze_Display.M_TreeBreeze_Display","0","0","90","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_JollyRogerDisplay.M_JollyRogerDisplay","0","0","27","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/2ToneMaterials/M_Mount_Master.M_Mount_Master","0","0","42","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","0","0","33","1","0.000000","0","0"
"/Game/Core/M_Visararn.M_Visararn","0","0","15","1","0.000000","0","0"
"/Game/Core/VFX/Death/M_Smoke.M_Smoke","0","0","16","1","0.000000","0","0"
"/Game/Core/VFX/M_Defult.M_Defult","0","0","56","1","0.000000","0","0"
"/Game/Core/Meshes/oneway/M_Oneway.M_Oneway","0","0","35","1","0.000000","0","0"
"/Game/Core/Meshes/Cloud/lambert1.lambert1","0","0","30","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Game/Core/Material/OutlineShader.OutlineShader","0","0","4","1","0.000000","0","0"
