"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/Materials/Master_Color/M_Color_Master.M_Color_Master","0","94","96","2","62.518162","0","0"
"","0","1","0","1","0.000000","46","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/Landscape/M_Landscape_LowPolyTropical.M_Landscape_LowPolyTropical","0","527","527","12","485.314728","0","0"
"/Game/LocalSobel/Materials/M_TransparentSobel.M_TransparentSobel","0","48","48","6","40.845356","0","0"
"/Game/LocalSobel/Materials/M_SobelDecalTransparent.M_SobelDecalTransparent","0","62","62","2","116.551010","0","0"
"/Game/LocalSobel/Materials/M_SobelDecalEmissive.M_SobelDecalEmissive","0","186","186","6","528.343994","0","0"
"/Game/AdvancedCelShader/CelShader/Materials/CelShaderForward.CelShaderForward","0","66","66","2","68.416122","0","0"
"/Game/AdvancedCelShader/CelShader/Materials/CelShader.CelShader","0","495","495","15","429.643921","0","0"
"/Game/ExampleContent/ParagonGreystone/Characters/Global/Hair/Materials/M_HairSheet_Master2.M_HairSheet_Master2","0","510","540","3","978.385986","510","540"
"/Game/ExampleContent/DemoRoom/Materials/M_DemoWallPattern.M_DemoWallPattern","0","63","63","3","52.590099","0","0"
"/Game/ExampleContent/DemoRoom/Materials/M_Glass.M_Glass","0","80","80","2","73.634583","0","0"
"/Game/AdvancedCelShader/CelShader/Materials/CelShaderV2.CelShaderV2","0","99","99","3","134.858337","0","0"
"/Game/AdvancedCelShader/Landscape/Materials/MAT_Landscape.MAT_Landscape","0","67","67","2","48.265186","0","0"
"/Game/LocalSobel/DemoRoom/Materials/M_Glass.M_Glass","0","80","80","2","75.201324","0","0"
"/Game/LocalSobel/DemoRoom/Materials/M_DemoWallPattern.M_DemoWallPattern","0","63","63","3","54.442101","0","0"
"/Game/AdvancedCelShader/MobileCelShader/Materials/CelShaderMobile.CelShaderMobile","0","12","12","3","6.727407","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","1.193700","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/2SidedMaterials/M_2Side_Master.M_2Side_Master","0","52","54","1","34.413826","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/2ToneMaterials/MI_Mount_Green_2.MI_Mount_Green_2","0","42","42","1","29.425001","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/WaterMaterials/M_Water_Calm.M_Water_Calm","0","55","56","1","138.829666","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/WaterMaterials/M_WaterSplash.M_WaterSplash","0","42","43","1","26.444618","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/WaterMaterials/M_WaterFall.M_WaterFall","0","42","43","1","28.397806","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/2ToneMaterials/MI_Mount_Volcano.MI_Mount_Volcano","0","42","42","1","29.810392","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_Glass_Window.M_Glass_Window","0","42","42","1","127.073975","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/WaterMaterials/M_Water_Waves.M_Water_Waves","0","55","56","1","141.601791","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_WoodPlank.M_WoodPlank","0","21","21","1","16.264774","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_WindSails.M_WindSails","0","88","90","1","51.138134","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_JollyRoger.M_JollyRoger","0","42","43","1","34.367870","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/Core/Material/M_Hull.M_Hull","0","4","4","1","2.064323","0","0"
"/Game/Core/VFX/M_DefaultSprite.M_DefaultSprite","0","56","56","1","59.339474","0","0"
"/Game/Core/VFX/Respawn/M_Respawn.M_Respawn","0","16","16","1","12.747961","0","0"
"/Game/Core/VFX/Jump/M_Jump.M_Jump","0","84","84","1","93.934731","0","0"
"/Game/Core/VFX/Dash/M_Dash.M_Dash","0","56","56","1","65.037361","0","0"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","0","40","1","0.000000","0","0"
"/Game/Core/Player/lambert2.lambert2","0","24","24","1","17.490381","0","0"
"/Game/Core/Material/M_Spikes.M_Spikes","0","12","12","1","10.603989","0","0"
"/Game/Core/Meshes/MogulCoin/M_MogulCoin.M_MogulCoin","0","12","12","1","11.863342","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/Core/Meshes/MogulCoin/M_Gloria.M_Gloria","0","60","60","1","67.090340","0","0"
"/Niagara/DefaultAssets/M_Gnomon_Alpha.M_Gnomon_Alpha","0","0","16","1","0.000000","0","0"
"/Game/Core/Material/PixalShader.PixalShader","0","4","4","1","2.377177","0","0"
"/Game/Core/Material/OutlineShader.OutlineShader","0","4","4","1","2.520043","0","0"
"/Game/Core/Blockout/M_Blockout.M_Blockout","0","12","12","1","11.644729","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/WaterMaterials/M_Water_Tropic.M_Water_Tropic","0","42","43","1","33.111649","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_VolcanoSmoke.M_VolcanoSmoke","0","42","43","1","34.342834","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/2ToneMaterials/MI_Mount_LightGray.MI_Mount_LightGray","0","42","42","1","36.694309","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_GoldCoin_Base2.M_GoldCoin_Base2","0","21","21","1","20.579258","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_GoldCoin_Top_2.M_GoldCoin_Top_2","0","46","48","1","32.834339","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_GoldCoin_Top_1.M_GoldCoin_Top_1","0","46","48","1","30.249863","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_GoldCoin_Base_1.M_GoldCoin_Base_1","0","21","21","1","17.143599","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_Torch.M_Torch","0","111","114","1","55.594185","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_LavaFlow_1.M_LavaFlow_1","0","42","43","1","26.311831","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_LightShaft.M_LightShaft","0","42","42","1","53.535088","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/WindMaterials/M_Wind_Master.M_Wind_Master","0","88","90","1","56.364838","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_TreeBreeze.M_TreeBreeze","0","88","90","1","56.897057","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_LPSD2_Logo.M_LPSD2_Logo","0","21","21","1","20.393326","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/2ToneMaterials/M_Mount_Master.M_Mount_Master","0","42","42","1","39.974644","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_TreeBreeze_Display.M_TreeBreeze_Display","0","88","90","1","62.492382","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_LavaFlow_2.M_LavaFlow_2","0","42","43","1","33.280266","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_JollyRogerDisplay.M_JollyRogerDisplay","0","26","27","1","24.194208","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_LavaFlow_3.M_LavaFlow_3","0","42","43","1","34.090733","0","0"
"/Game/LocalSobel/DemoRoom/Materials/M_DemoRoomTiles.M_DemoRoomTiles","0","33","33","1","26.104427","0","0"
"/Game/LocalSobel/DemoRoom/Materials/BlueprintRocket.BlueprintRocket","0","47","50","1","61.972656","47","50"
"/Game/LocalSobel/DemoRoom/Materials/M_DemoWall.M_DemoWall","0","77","81","1","65.343819","0","0"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","0","0","33","1","0.000000","0","0"
"/Game/AdvancedCelShader/Water/Materials/CartoonWater.CartoonWater","0","86","86","1","196.236725","0","0"
"/Game/ExampleContent/ParagonGreystone/Characters/Global/Eyes/Materials/M_EyeRefractive.M_EyeRefractive","0","160","170","1","312.804840","160","170"
"/Game/ExampleContent/ParagonGreystone/Characters/Global/Eyes/Materials/M_TearLine.M_TearLine","0","193","198","1","1405.407959","193","198"
"/Game/ExampleContent/ParagonGreystone/Characters/Global/Eyes/Materials/M_TearDuct_2.M_TearDuct_2","0","160","170","1","288.095947","160","170"
"/Game/ExampleContent/ParagonGreystone/Characters/Heroes/Greystone/Materials/M_Greystone_Torso.M_Greystone_Torso","0","66","72","1","105.352066","66","72"
"/Game/ExampleContent/ParagonGreystone/Characters/Heroes/Greystone/Materials/M_Greystone_shield.M_Greystone_shield","0","66","72","1","104.281479","66","72"
"/Game/ExampleContent/ParagonGreystone/Characters/Heroes/Greystone/Materials/M_Greystone_RockHair.M_Greystone_RockHair","0","70","76","1","40.351593","0","0"
"/Game/ExampleContent/ParagonGreystone/Characters/Heroes/Greystone/Materials/M_Greystone_legs.M_Greystone_legs","0","66","72","1","112.558060","66","72"
"/Game/ExampleContent/ParagonGreystone/Characters/Heroes/Greystone/Materials/M_Greystone_Flesh_head.M_Greystone_Flesh_head","0","60","64","1","88.482651","60","64"
"/Game/ExampleContent/ParagonGreystone/Characters/Heroes/Greystone/Materials/M_Greystone_Flesh_Arms.M_Greystone_Flesh_Arms","0","60","64","1","90.148636","60","64"
"/Game/ExampleContent/ParagonGreystone/Characters/Heroes/Greystone/Materials/M_Greystone_arms.M_Greystone_arms","0","66","72","1","108.918518","66","72"
"/Game/ExampleContent/ParagonGreystone/Characters/Global/Eyes/Materials/M_Eye_Occlusion.M_Eye_Occlusion","0","75","80","1","135.620605","75","80"
"/Game/ExampleContent/ParagonGreystone/Characters/Global/Mouth/Materials/M_Mouth_Master.M_Mouth_Master","0","102","108","1","148.761414","102","108"
"/Game/ExampleContent/ParagonGreystone/Characters/Global/Eyelash/M_EyelashMaster.M_EyelashMaster","0","107","110","1","203.497360","107","110"
"/Game/ExampleContent/InfinityBladeWeapons/Weapons/Weapon_ForgingHammers/M_ForgeHammer_01.M_ForgeHammer_01","0","24","24","1","16.366186","0","0"
"/Game/ExampleContent/InfinityBladeWeapons/Weapons/Blade/Swords/Blade_HeroSword16/M_Blade_HeroSword16.M_Blade_HeroSword16","0","24","24","1","16.987980","0","0"
"/Game/ExampleContent/InfinityBladeWeapons/Weapons/Blade/Swords/Blade_Fencer/M_Blade_Fencer.M_Blade_Fencer","0","24","24","1","17.406136","0","0"
"/Game/ExampleContent/InfinityBladeWeapons/Weapons/Blade/Axes/Blade_AnthraciteAxe/M_Blade_AnthraciteAxe.M_Blade_AnthraciteAxe","0","24","24","1","17.433104","0","0"
"/Game/ExampleContent/Foliage/MAT_PalmTrunk.MAT_PalmTrunk","0","42","42","1","29.601057","0","0"
"/Game/ExampleContent/Foliage/MAT_PalmFronds.MAT_PalmFronds","0","92","96","1","56.358799","0","0"
"/Game/ExampleContent/DemoRoom/Materials/M_DemoRoomTiles.M_DemoRoomTiles","0","33","33","1","24.753855","0","0"
"/Game/ExampleContent/DemoRoom/Materials/M_LightTube.M_LightTube","0","2","2","1","1.276155","0","0"
"/Game/ExampleContent/DemoRoom/Materials/DefaultTextMaterialTranslucentUnlit.DefaultTextMaterialTranslucentUnlit","0","30","30","1","26.507759","0","0"
"/Game/AdvancedCelShader/Landscape/Materials/MAT_Sand.MAT_Sand","0","21","21","1","17.742483","0","0"
"/Game/Core/M_Visararn.M_Visararn","0","15","15","1","7.160961","0","0"
"/Game/Core/VFX/Death/M_Smoke.M_Smoke","0","16","16","1","11.922287","0","0"
"/Game/LocalSobel/DemoRoom/Materials/M_RocketMaterial_Example01.M_RocketMaterial_Example01","0","47","50","1","65.655045","47","50"
"/Game/LocalSobel/DemoRoom/Materials/M_ReflectionDemo_MAT.M_ReflectionDemo_MAT","0","33","33","1","24.552664","0","0"
"/Game/LocalSobel/DemoRoom/Materials/M_Button.M_Button","0","21","21","1","17.742989","0","0"
"/Game/LocalSobel/DemoRoom/Materials/M_Button_Chrome.M_Button_Chrome","0","21","21","1","17.647121","0","0"
"/Game/Def/2DSideScroller/Materials/PrototypingSpriteMaterial.PrototypingSpriteMaterial","0","7","8","1","3.891650","0","0"
"/Game/Core/VFX/M_Defult.M_Defult","0","56","56","1","54.146641","0","0"
"/Game/Core/Meshes/oneway/M_Oneway.M_Oneway","0","33","35","1","20.474701","0","0"
"/Game/Core/Meshes/Cloud/lambert1.lambert1","0","29","30","1","27.018196","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Game/AdvancedCelShader/Landscape/Materials/LandscapeTopology.LandscapeTopology","0","21","21","1","17.802586","0","0"
